EndpointId,Controller,Action,HttpMethod,Route,IsAnonymous,HasAuthorize,CanonicalRoles,Policy,RequestDtos,ResponseDto,InjectedServices,InvokedMethods,DbSetsAccessed
EP-1B4913A5,ParentController,GetChildInvoices,GET,/api/parent/children/{childId:int}/invoices,false,true,Parent,,"","ApiResponseDto","ApplicationDbContext","","HoaDons"
EP-FFA37155,ParentController,MakePayment,POST,/api/parent/payment,false,true,Parent,,"ParentPaymentRequest","ApiResponseDto","ApplicationDbContext","","HoaDons"
EP-DBB67D57,ParentController,GetNotifications,GET,/api/parent/notifications,false,true,Parent,,"","ApiResponseDto","ApplicationDbContext","","ThongBaoNguoiNhans"
EP-7ACC1BD2,ParentController,GetNotificationHistory,GET,/api/parent/notifications/history,false,true,Parent,,"","ApiResponseDto","ApplicationDbContext","","ThongBaoNguoiNhans"
EP-98210255,ParentController,GetProfile,GET,/api/parent/profile,false,true,Parent,,"","ApiResponseDto","ApplicationDbContext","","NguoiDungs"
EP-104E461E,ParentController,GetAccessRights,GET,/api/parent/access-rights,false,true,Parent,,"","ApiResponseDto","ApplicationDbContext","","LienKetPhuHuynhs"
EP-2589CA2C,ProgramTuitionConfigsController,Get,GET,/api/finance/program-tuition-configs,false,true,SuperAdmin|FinanceAdmin|CampusChiefAccountant|CampusAccountant,,"ProgramTuitionConfigQueryParameters","ApiResponseDto","IProgramTuitionConfigService","IProgramTuitionConfigService::GetAsync",""
EP-4FB96F91,ProgramTuitionConfigsController,GetOptions,GET,/api/finance/program-tuition-configs/options,false,true,SuperAdmin|FinanceAdmin|CampusChiefAccountant|CampusAccountant,,"","ApiResponseDto","IProgramTuitionConfigService","IProgramTuitionConfigService::GetOptionsAsync",""
EP-93AD80B4,ProgramTuitionConfigsController,GetById,GET,/api/finance/program-tuition-configs/{id:int},false,true,SuperAdmin|FinanceAdmin|CampusChiefAccountant|CampusAccountant,,"","ApiResponseDto","IProgramTuitionConfigService","IProgramTuitionConfigService::GetByIdAsync",""
EP-F0220581,ProgramTuitionConfigsController,Create,POST,/api/finance/program-tuition-configs,false,true,SuperAdmin|FinanceAdmin,,"CreateProgramTuitionConfigRequest","ApiResponseDto","IProgramTuitionConfigService","IProgramTuitionConfigService::CreateAsync",""
EP-198FA902,ProgramTuitionConfigsController,BulkCreate,POST,/api/finance/program-tuition-configs/bulk,false,true,SuperAdmin|FinanceAdmin,,"BulkCreateProgramTuitionConfigRequest","ApiResponseDto","IProgramTuitionConfigService","IProgramTuitionConfigService::BulkCreateAsync",""
EP-04A2B363,ProgramTuitionConfigsController,Update,PUT,/api/finance/program-tuition-configs/{id:int},false,true,SuperAdmin|FinanceAdmin,,"UpdateProgramTuitionConfigRequest","ApiResponseDto","IProgramTuitionConfigService","IProgramTuitionConfigService::UpdateAsync",""
EP-E43F9645,ProgramTuitionConfigsController,Deactivate,PATCH,/api/finance/program-tuition-configs/{id:int}/deactivate,false,true,SuperAdmin|FinanceAdmin,,"","ApiResponseDto","IProgramTuitionConfigService","IProgramTuitionConfigService::DeactivateAsync",""
EP-FC063A4E,QuestionBankController,GetQuestions,GET,/api/question-bank/questions,false,true,HoiDongQuanLyNoiDung,,"QuestionFilterDto","PagedResultDto","IQuestionBankService","IQuestionBankService::GetQuestionsAsync",""
EP-4490FAE2,QuestionBankController,GetQuestionById,GET,/api/question-bank/questions/{id},false,true,HoiDongQuanLyNoiDung,,"","QuestionDto","IQuestionBankService","IQuestionBankService::GetQuestionByIdAsync",""
EP-45EFC03E,QuestionBankController,CreateQuestion,POST,/api/question-bank/questions,false,true,HoiDongQuanLyNoiDung,,"CreateQuestionDto","QuestionDto","IQuestionBankService","IQuestionBankService::CreateQuestionAsync",""
EP-9D82B659,QuestionBankController,UpdateQuestion,PUT,/api/question-bank/questions/{id},false,true,HoiDongQuanLyNoiDung,,"UpdateQuestionDto","QuestionDto","IQuestionBankService","IQuestionBankService::UpdateQuestionAsync",""
EP-4B47C45F,QuestionBankController,DeleteQuestion,DELETE,/api/question-bank/questions/{id},false,true,HoiDongQuanLyNoiDung,,"","IActionResult","IQuestionBankService","IQuestionBankService::DeleteQuestionAsync",""
EP-9DEC4A60,QuestionBankController,ActivateQuestion,PATCH,/api/question-bank/questions/{id}/activate,false,true,HoiDongQuanLyNoiDung,,"","IActionResult","IQuestionBankService","IQuestionBankService::ActivateQuestionAsync",""
EP-B922FB8B,QuestionBankController,DeactivateQuestion,PATCH,/api/question-bank/questions/{id}/deactivate,false,true,HoiDongQuanLyNoiDung,,"","IActionResult","IQuestionBankService","IQuestionBankService::DeactivateQuestionAsync",""
EP-1C8F7923,QuestionBankController,DownloadImportTemplate,GET,/api/question-bank/questions/import-template,true,true,HoiDongQuanLyNoiDung,,"","IActionResult","IQuestionBankService","IQuestionBankService::GenerateImportTemplateAsync",""
EP-0D6B7B01,QuestionBankController,ImportQuestions,POST,/api/question-bank/questions/import,false,true,HoiDongQuanLyNoiDung,,"IFormFile","IActionResult","IQuestionBankService","IQuestionBankService::ImportQuestionsAsync",""
EP-AD074C2A,QuizAttemptsController,GetAvailability,GET,/api/quiz-attempts/{quizId:int}/availability,false,true,Student,,"","ApiResponseDto","IQuizAttemptService","IQuizAttemptService::GetAvailabilityAsync",""
EP-E2F4DE20,QuizAttemptsController,Start,POST,/api/quiz-attempts/{quizId:int}/start,false,true,Student,,"","ApiResponseDto","IQuizAttemptService","IQuizAttemptService::StartAsync",""
EP-2DBCF40F,QuizAttemptsController,AutoSave,PUT,/api/quiz-attempts/sessions/{attemptId:int}/autosave,false,true,Student,,"SaveQuizAnswersRequest","ApiResponseDto","IQuizAttemptService","IQuizAttemptService::SaveAnswersAsync",""
EP-D1CD0F3D,QuizAttemptsController,Submit,POST,/api/quiz-attempts/sessions/{attemptId:int}/submit,false,true,Student,,"SubmitQuizAttemptRequest","ApiResponseDto","IQuizAttemptService","IQuizAttemptService::SubmitAsync",""
EP-D983262A,QuizAttemptsController,GetHistory,GET,/api/quiz-attempts/{quizId:int}/history,false,true,Student,,"","ApiResponseDto","IQuizAttemptService","IQuizAttemptService::GetHistoryAsync",""
EP-67CF1CB6,QuizManagementController,GetQuizzes,GET,/api/exam/de-kiem-tra/search,false,true,HoiDongQuanLyNoiDung,,"QuizFilterDto","ApiResponseDto","IQuizManagementService","IQuizManagementService::GetQuizzesAsync",""
EP-E0081F71,QuizManagementController,GetQuizById,GET,/api/exam/de-kiem-tra/{id:int},false,true,HoiDongQuanLyNoiDung,,"","ApiResponseDto","IQuizManagementService","IQuizManagementService::GetQuizByIdAsync",""
EP-682D4C08,QuizManagementController,CreateQuiz,POST,/api/exam/de-kiem-tra,false,true,HoiDongQuanLyNoiDung,,"CreateQuizRequest","ApiResponseDto","IQuizManagementService","IQuizManagementService::CreateQuizAsync",""
EP-4B318C61,QuizManagementController,UpdateQuiz,PUT,/api/exam/de-kiem-tra/{id:int},false,true,HoiDongQuanLyNoiDung,,"UpdateQuizRequest","ApiResponseDto","IQuizManagementService","IQuizManagementService::UpdateQuizAsync",""
EP-FA9815B0,QuizManagementController,DeleteQuiz,DELETE,/api/exam/de-kiem-tra/{id:int},false,true,HoiDongQuanLyNoiDung,,"","ApiResponseDto","IQuizManagementService","IQuizManagementService::DeleteQuizAsync",""
EP-BEEE61D7,QuizManagementController,GetQuizQuestions,GET,/api/exam/de-kiem-tra/{id:int}/cau-hoi,false,true,HoiDongQuanLyNoiDung,,"","ApiResponseDto","IQuizManagementService","IQuizManagementService::GetQuizQuestionsAsync",""
EP-E2083D18,QuizManagementController,AssignQuestions,POST,/api/exam/de-kiem-tra/{id:int}/cau-hoi,false,true,HoiDongQuanLyNoiDung,,"AssignQuizQuestionsRequest","ApiResponseDto","IQuizManagementService","IQuizManagementService::AssignQuestionsAsync",""
EP-7EBBDB08,QuizManagementController,ReplaceQuestions,PUT,/api/exam/de-kiem-tra/{id:int}/cau-hoi,false,true,HoiDongQuanLyNoiDung,,"AssignQuizQuestionsRequest","ApiResponseDto","IQuizManagementService","IQuizManagementService::ReplaceQuestionsAsync",""
EP-4F46FE0D,QuizManagementController,UpdateQuestion,PUT,/api/exam/de-kiem-tra/{id:int}/cau-hoi/{maCauHoi:int},false,true,HoiDongQuanLyNoiDung,,"UpdateQuizQuestionRequest","ApiResponseDto","IQuizManagementService","IQuizManagementService::UpdateQuestionAsync",""
EP-3784E80C,QuizManagementController,RemoveQuestion,DELETE,/api/exam/de-kiem-tra/{id:int}/cau-hoi/{maCauHoi:int},false,true,HoiDongQuanLyNoiDung,,"","ApiResponseDto","IQuizManagementService","IQuizManagementService::RemoveQuestionAsync",""
EP-18F18085,QuizManagementController,ReorderQuestions,PUT,/api/exam/de-kiem-tra/{id:int}/cau-hoi/reorder,false,true,HoiDongQuanLyNoiDung,,"ReorderQuizQuestionsRequest","ApiResponseDto","IQuizManagementService","IQuizManagementService::ReorderQuestionsAsync",""
EP-3A74E19B,QuizManagementController,PublishQuiz,POST,/api/exam/de-kiem-tra/{id:int}/publish,false,true,HoiDongQuanLyNoiDung,,"","ApiResponseDto","IQuizManagementService","IQuizManagementService::PublishQuizAsync",""
EP-7788F8FD,QuizManagementController,UnpublishQuiz,POST,/api/exam/de-kiem-tra/{id:int}/unpublish,false,true,HoiDongQuanLyNoiDung,,"","ApiResponseDto","IQuizManagementService","IQuizManagementService::UnpublishQuizAsync",""
EP-CD6D88A5,QuizManagementController,OpenQuiz,POST,/api/exam/de-kiem-tra/{id:int}/open,false,true,HoiDongQuanLyNoiDung,,"","ApiResponseDto","IQuizManagementService","IQuizManagementService::OpenQuizAsync",""
EP-62067A84,QuizManagementController,CloseQuiz,POST,/api/exam/de-kiem-tra/{id:int}/close,false,true,HoiDongQuanLyNoiDung,,"","ApiResponseDto","IQuizManagementService","IQuizManagementService::CloseQuizAsync",""
EP-D981A579,RbacController,GetRoles,GET,/api/admin/rbac/roles,false,true,,RbacManagement,"","ApiResponseDto","IRbacService","IRbacService::GetRolesAsync",""
EP-CCC43302,RbacController,GetRoleById,GET,/api/admin/rbac/roles/{id:int},false,true,,RbacManagement,"","ApiResponseDto","IRbacService","IRbacService::GetRoleByIdAsync",""
EP-D14047D2,RbacController,CreateRole,POST,/api/admin/rbac/roles,false,true,,RbacManagement,"CreateRoleRequest","ApiResponseDto","IRbacService","IRbacService::CreateRoleAsync",""
EP-35549FA2,RbacController,UpdateRole,PUT,/api/admin/rbac/roles/{id:int},false,true,,RbacManagement,"UpdateRoleRequest","ApiResponseDto","IRbacService","IRbacService::UpdateRoleAsync",""
EP-E4A16187,RbacController,DeleteRole,DELETE,/api/admin/rbac/roles/{id:int},false,true,,RbacManagement,"","ApiResponseDto","IRbacService","IRbacService::DeleteRoleAsync",""
EP-D3E9CC43,RbacController,GetUserRoles,GET,/api/admin/rbac/users/{userId:int}/roles,false,true,,RbacManagement,"","ApiResponseDto","IRbacService","IRbacService::GetUserRolesAsync",""
EP-6BF8A80A,RbacController,AssignUserRoles,PUT,/api/admin/rbac/users/{userId:int}/roles,false,true,,RbacManagement,"AssignUserRolesRequest","ApiResponseDto","IRbacService","IRbacService::AssignUserRolesAsync",""
EP-AA3DD2E4,RewardDisciplineController,GetOptions,GET,/api/reward-discipline/schema/options,false,true,,,"","ApiResponseDto","","",""
EP-5DE8F62A,RoomsController,GetRooms,GET,/api/master-data/rooms,false,true,SuperAdmin|Admin|CampusAdmin|SubCampusAdmin|AcademicStaff,,"RoomQueryParameters","ApiResponseDto","IRoomService","IRoomService::GetRoomsAsync",""
EP-A55D512D,RoomsController,GetById,GET,/api/master-data/rooms/{id:int},false,true,SuperAdmin|Admin|CampusAdmin|SubCampusAdmin|AcademicStaff,,"","ApiResponseDto","IRoomService","IRoomService::GetByIdAsync",""
EP-248ACEDB,RoomsController,GetByFloor,GET,/api/master-data/rooms/api/master-data/floors/{floorId:int}/rooms,false,true,SuperAdmin|Admin|CampusAdmin|SubCampusAdmin|AcademicStaff,,"RoomQueryParameters","ApiResponseDto","IRoomService","IRoomService::GetByFloorAsync",""
EP-D721CEA0,RoomsController,Create,POST,/api/master-data/rooms,false,true,SuperAdmin|Admin|CampusAdmin|SubCampusAdmin,,"CreateRoomRequest","ApiResponseDto","IRoomService","IRoomService::CreateAsync",""
EP-0B8D0A25,RoomsController,Update,PUT,/api/master-data/rooms/{id:int},false,true,SuperAdmin|Admin|CampusAdmin|SubCampusAdmin,,"UpdateRoomRequest","ApiResponseDto","IRoomService","IRoomService::UpdateAsync",""
EP-16CF9EBE,RoomsController,Delete,DELETE,/api/master-data/rooms/{id:int},false,true,SuperAdmin|Admin|CampusAdmin|SubCampusAdmin,,"","ApiResponseDto","IRoomService","IRoomService::DeleteAsync",""
EP-BF8B6CEB,StaffDashboardController,GetDashboard,GET,/api/staff/dashboard,false,true,AcademicStaff,,"","ApiResponseDto","ApplicationDbContext","","ThoiKhoaBieus,LopHocPhans,DonTus,ThongBaos"
EP-62CAF4F2,StaffRoomBookingsController,GetBookings,GET,/api/staff/rooms/bookings,false,true,AcademicStaff,,"","ApiResponseDto","ApplicationDbContext","","DatPhongs"
EP-B7D34DCC,StaffRoomBookingsController,CreateBooking,POST,/api/staff/rooms/book,false,true,AcademicStaff,,"CreateRoomBookingRequest","ApiResponseDto","ApplicationDbContext","","DatPhongs"
EP-B627996B,StaffRoomBookingsController,GetBooking,GET,/api/staff/rooms/bookings/{id:int},false,true,AcademicStaff,,"","ApiResponseDto","ApplicationDbContext","","DatPhongs"
EP-13E9C886,StaffRoomBookingsController,UpdateBooking,PUT,/api/staff/rooms/bookings/{id:int},false,true,AcademicStaff,,"UpdateRoomBookingRequest","ApiResponseDto","ApplicationDbContext","","DatPhongs"
EP-FE4CDAE1,StaffRoomBookingsController,CancelBooking,DELETE,/api/staff/rooms/bookings/{id:int},false,true,AcademicStaff,,"","ApiResponseDto","ApplicationDbContext","","DatPhongs"
EP-D62929EE,StaffTeachingPreferencesController,GetSummary,GET,/api/staff/teaching-preferences/summary,false,true,AcademicStaff,,"ApplicationDbContext","IActionResult","ITeachingPreferenceService","ITeachingPreferenceService::GetSummaryAsync","NguoiDungs"
EP-97F23610,StaffTeachingPreferencesController,GetTeachers,GET,/api/staff/teaching-preferences/teachers,false,true,AcademicStaff,,"ApplicationDbContext","IActionResult","ITeachingPreferenceService","ITeachingPreferenceService::GetTeachersSummaryAsync","NguoiDungs"
EP-55EC69F5,StorageController,Upload,POST,/api/storage/upload,false,true,,AcademicOperations,"List","IActionResult","IR2StorageService","IR2StorageService::UploadFileAsync",""
EP-0DE564BF,StorageController,Delete,DELETE,/api/storage,false,true,,AcademicOperations,"","IActionResult","IR2StorageService","IR2StorageService::DeleteFileAsync",""
EP-54B5C0C2,StudentApplicationEvidenceController,Upload,POST,/api/student/applications/{applicationId:int}/attachments,false,true,,ApplicationStudent,"List","ApiResponseDto","IApplicationEvidenceService","IApplicationEvidenceService::UploadAsync",""
EP-B9D927BA,StudentApplicationEvidenceController,Download,GET,/api/student/applications/{applicationId:int}/attachments/{attachmentId:int}/download,false,true,,ApplicationStudent,"","IActionResult","IApplicationEvidenceService","IApplicationEvidenceService::DownloadAsync",""
EP-4B253816,StudentApplicationEvidenceController,Delete,DELETE,/api/student/applications/{applicationId:int}/attachments/{attachmentId:int},false,true,,ApplicationStudent,"DeleteApplicationEvidenceRequest","ApiResponseDto","IApplicationEvidenceService","IApplicationEvidenceService::DeleteAsync",""
EP-A05E8BC6,StudentApplicationsController,Create,POST,/api/student/applications,false,true,,ApplicationStudent,"CreateStudentApplicationRequest","ApiResponseDto","IStudentApplicationService","IStudentApplicationService::CreateAsync",""
EP-C48F2AD2,StudentApplicationsController,Get,GET,/api/student/applications,false,true,,ApplicationStudent,"StudentApplicationQueryParameters","ApiResponseDto","IStudentApplicationService","IStudentApplicationService::GetOwnAsync",""
EP-87E09962,StudentApplicationsController,GetById,GET,/api/student/applications/{id:int},false,true,,ApplicationStudent,"","ApiResponseDto","IStudentApplicationService","IStudentApplicationService::GetOwnDetailAsync",""
EP-2F950122,StudentApplicationsController,Update,PUT,/api/student/applications/{id:int},false,true,,ApplicationStudent,"UpdateStudentApplicationRequest","ApiResponseDto","IStudentApplicationService","IStudentApplicationService::UpdateAsync",""
EP-E40402F9,StudentApplicationsController,Submit,POST,/api/student/applications/{id:int}/submit,false,true,,ApplicationStudent,"SubmitStudentApplicationRequest","ApiResponseDto","IStudentApplicationService","IStudentApplicationService::SubmitAsync",""
EP-C8F3BCA3,StudentApplicationsController,Resubmit,POST,/api/student/applications/{id:int}/resubmit,false,true,,ApplicationStudent,"ResubmitStudentApplicationRequest","ApiResponseDto","IStudentApplicationService","IStudentApplicationService::ResubmitAsync",""
EP-A1FBBB2E,StudentApplicationsController,Cancel,POST,/api/student/applications/{id:int}/cancel,false,true,,ApplicationStudent,"CancelStudentApplicationRequest","ApiResponseDto","IStudentApplicationService","IStudentApplicationService::CancelAsync",""
EP-90187C2E,StudentAssignmentsController,GetAssignments,GET,/api/student/assignments,false,true,Student,,"","ApiResponseDto","IR2StorageService,ApplicationDbContext","","BaiTaps,BaiNops"
EP-4616684C,StudentAssignmentsController,GetAssignmentDetail,GET,/api/student/assignments/{assignmentId},false,true,Student,,"","ApiResponseDto","IR2StorageService,ApplicationDbContext","","BaiTaps,BaiNops"
EP-138CEBCD,StudentAssignmentsController,SubmitAssignment,POST,/api/student/assignments/{assignmentId}/submit,false,true,Student,,"IFormFile","ApiResponseDto","IR2StorageService,ApplicationDbContext","IR2StorageService::UploadFileAsync","BaiTaps,BaiNops"
EP-C6FB8CDE,StudentCoursesController,GetCourses,GET,/api/student/courses,false,true,Student,,"ApplicationDbContext","ApiResponseDto","","","NguoiDungs,KhoaHocs,Chuongs,TienDoBaiHocs"
EP-0696E542,StudentCoursesController,GetCourseDetail,GET,/api/student/courses/{courseId},false,true,Student,,"ApplicationDbContext","ApiResponseDto","","","NguoiDungs,KhoaHocs,DanhMucMonHocs,Chuongs"
EP-B512E853,StudentCoursesController,GetLessonQuiz,GET,/api/student/courses/{courseId}/lessons/{lessonId}/quiz,false,true,Student,,"ApplicationDbContext","ApiResponseDto","","","BaiHocNoiDungs,CauHoiDeKiemTras"
EP-44255F7C,StudentCoursesController,GetLessonComments,GET,/api/student/courses/{courseId}/lessons/{lessonId}/comments,false,true,Student,,"ApplicationDbContext","ApiResponseDto","","","BinhLuans"
EP-8E916F94,StudentCurriculumController,GetCurriculum,GET,/api/student/curriculum,false,true,Student,,"","ApiResponseDto","ApplicationDbContext","","NguoiDungs,ChuongTrinhDaoTaos,MonHocTrongChuongTrinhs,DiemSos"
EP-E25373E9,StudentDashboardController,GetDashboard,GET,/api/student/dashboard,false,true,Student,,"","ApiResponseDto","ApplicationDbContext","","NguoiDungs,HocKys,DangKyHocPhans,KhoaHocs,Chuongs,TienDoBaiHocs,BuoiHocs,BaiTaps,DiemSos,ThoiKhoaBieus,HoaDons,GiaiDoanDangKys,DiemDanhs,ThongBaoNguoiNhans"
EP-9AAD0E7B,StudentDashboardController,GetSchedule,GET,/api/student/dashboard/schedule,false,true,Student,,"","ApiResponseDto","ApplicationDbContext","","NguoiDungs,HocKys,ThoiKhoaBieus"
EP-024E19B1,StudentDisciplineRecordsController,GetMyRecords,GET,/api/student/discipline-records,false,true,Student,,"StudentDisciplineRecordQueryParameters","PagedResultDto","IDisciplineRecordService,IDisciplineAppealService","IDisciplineRecordService::GetStudentDisciplineRecordsAsync",""
EP-4285C378,StudentDisciplineRecordsController,GetMyRecordDetail,GET,/api/student/discipline-records/{id},false,true,Student,,"","StudentDisciplineRecordDetailDto","IDisciplineRecordService,IDisciplineAppealService","IDisciplineRecordService::GetStudentDisciplineRecordDetailAsync",""
EP-F6C3AE88,StudentDisciplineRecordsController,CreateAppeal,POST,/api/student/discipline-records/{id}/appeals,false,true,Student,,"CreateDisciplineAppealRequest","DisciplineAppealListItemDto","IDisciplineRecordService,IDisciplineAppealService","IDisciplineAppealService::CreateDisciplineAppealAsync",""
EP-1285DDC7,StudentDisciplineRecordsController,GetMyAppealDetail,GET,/api/student/discipline-records/appeals/{appealId},false,true,Student,,"","DisciplineAppealDetailDto","IDisciplineRecordService,IDisciplineAppealService","IDisciplineAppealService::GetDisciplineAppealDetailAsync",""
EP-496948CE,StudentEvaluationsController,GetEvaluations,GET,/api/student/evaluations,false,true,Student,,"","ApiResponseDto","ApplicationDbContext","","HocKys,DangKyHocPhans,KhoaHocs,NopBaiDanhGias"
EP-DA081187,StudentEvaluationsController,SubmitEvaluation,POST,/api/student/evaluations/submit,false,true,Student,,"SubmitEvaluationRequest","ApiResponseDto","ApplicationDbContext","","HocKys,KhoaHocs,NopBaiDanhGias,DanhGiaGiaoViens"
EP-A649C3FB,StudentGradesController,GetGrades,GET,/api/student/grades,false,true,Student,,"","ApiResponseDto","ApplicationDbContext","","DiemSos"
EP-92ACDE07,StudentRegistrationsController,GetAvailable,GET,/api/student/registrations/available,false,true,Student,,"","ApiResponseDto","IRegistrationService","IRegistrationService::GetAvailableSectionsForStudentAsync",""
EP-5CE62BE9,StudentRegistrationsController,GetMine,GET,/api/student/registrations,false,true,Student,,"","ApiResponseDto","IRegistrationService","IRegistrationService::GetStudentRegistrationsAsync",""
EP-2C1CF1C6,StudentRegistrationsController,Enroll,POST,/api/student/registrations,false,true,Student,,"StudentEnrollmentRequest","ApiResponseDto","IRegistrationService","IRegistrationService::EnrollAsync",""
EP-EE4A635E,StudentRegistrationsController,Withdraw,POST,/api/student/registrations/{id:int}/withdraw,false,true,Student,,"","ApiResponseDto","IRegistrationService","IRegistrationService::WithdrawAsync",""
EP-19BFE29E,StudentRewardsController,GetMyRewards,GET,/api/student/rewards,false,true,Student,,"StudentRewardQueryParameters","ApiResponseDto","IStudentRewardService","IStudentRewardService::GetMyRewardsAsync",""
EP-67603BA7,StudentRewardsController,GetMyRewardById,GET,/api/student/rewards/{rewardId:int},false,true,Student,,"","ApiResponseDto","IStudentRewardService","IStudentRewardService::GetMyRewardByIdAsync",""
EP-DF21DA5B,StudentRewardsController,DownloadCertificate,GET,/api/student/rewards/{rewardId:int}/certificate/download,false,true,Student,,"","IActionResult","IStudentRewardService","IStudentRewardService::DownloadMyCertificateAsync",""
EP-7E33A06F,StudentScheduleController,GetSummary,GET,/api/student/schedule/summary,false,true,,,"","ApiResponseDto","IStudentScheduleService,ApplicationDbContext","IStudentScheduleService::GetScheduleSummaryAsync",""
EP-31CDE139,StudentScheduleController,GetToday,GET,/api/student/schedule/today,false,true,,,"","ApiResponseDto","IStudentScheduleService,ApplicationDbContext","IStudentScheduleService::GetTodayScheduleAsync",""
EP-D902CAB0,StudentScheduleController,GetSchedule,GET,/api/student/schedule,false,true,,,"StudentScheduleQueryDto","ApiResponseDto","IStudentScheduleService,ApplicationDbContext","IStudentScheduleService::GetScheduleAsync",""
EP-3764F69C,StudentScheduleController,GetTerms,GET,/api/student/schedule/terms,false,true,,,"","ApiResponseDto","IStudentScheduleService,ApplicationDbContext","IStudentScheduleService::GetScheduleTermsAsync",""
EP-E55736E3,StudentSubmissionsController,GetSubmissions,GET,/api/student/submissions,false,true,Student,,"","ApiResponseDto","ApplicationDbContext","","BaiNops"
EP-12817C1B,StudentSubmissionsController,GetSubmissionDetail,GET,/api/student/submissions/{id:int},false,true,Student,,"","ApiResponseDto","ApplicationDbContext","","BaiNops"
EP-C46FFE45,StudentSupportTicketsController,GetTickets,GET,/api/student/support-tickets,false,true,Student,,"","ApiResponseDto","ApplicationDbContext","","PhieuHoTros"
EP-D6728946,StudentSupportTicketsController,GetTicketDetail,GET,/api/student/support-tickets/{ticketId:int},false,true,Student,,"","ApiResponseDto","ApplicationDbContext","","PhieuHoTros,TinNhanHoTros"
EP-7AF7F8BA,StudentSupportTicketsController,CreateTicket,POST,/api/student/support-tickets,false,true,Student,,"CreateSupportTicketRequest","ApiResponseDto","ApplicationDbContext","","PhieuHoTros"
EP-F70C0B6D,StudentSupportTicketsController,SendMessage,POST,/api/student/support-tickets/{ticketId:int}/messages,false,true,Student,,"SendTicketMessageRequest","ApiResponseDto","ApplicationDbContext","","PhieuHoTros,TinNhanHoTros"
EP-AE348CE6,StudentSupportTicketsController,CloseTicket,POST,/api/student/support-tickets/{ticketId:int}/close,false,true,Student,,"CloseTicketRequest","ApiResponseDto","ApplicationDbContext","","PhieuHoTros"
EP-BFC79949,StudentTuitionController,GetInvoices,GET,/api/student/tuition/invoices,false,true,Student,,"","ApiResponseDto","ITuitionPaymentService","ITuitionPaymentService::GetStudentInvoicesAsync",""
EP-9F538E15,StudentTuitionController,GetTransactions,GET,/api/student/tuition/transactions,false,true,Student,,"","ApiResponseDto","ITuitionPaymentService","ITuitionPaymentService::GetStudentTransactionsAsync",""
EP-1C5B8822,StudentTuitionController,CreatePayment,POST,/api/student/tuition/invoices/{invoiceId:int}/payments,false,true,Student,,"CreateTuitionPaymentRequest","ApiResponseDto","ITuitionPaymentService","ITuitionPaymentService::CreatePaymentAsync",""
EP-41A01B64,StudentTuitionController,GetPayment,GET,/api/student/tuition/payments/{transactionId:int},false,true,Student,,"","ApiResponseDto","ITuitionPaymentService","ITuitionPaymentService::GetPaymentAsync",""
EP-5619E804,SubjectsController,GetSubjects,GET,/api/master-data/subjects,false,true,,AcademicOperations,"SubjectQueryParameters","ApiResponseDto","ISubjectService","ISubjectService::GetSubjectsAsync",""
EP-566853C2,SubjectsController,GetById,GET,/api/master-data/subjects/{id:int},false,true,,AcademicOperations,"","ApiResponseDto","ISubjectService","ISubjectService::GetByIdAsync",""
EP-F2C9DD36,SubjectsController,Create,POST,/api/master-data/subjects,false,true,,AcademicOperations,"CreateSubjectRequest","ApiResponseDto","ISubjectService","ISubjectService::CreateAsync",""
EP-12085030,SubjectsController,Update,PUT,/api/master-data/subjects/{id:int},false,true,,AcademicOperations,"UpdateSubjectRequest","ApiResponseDto","ISubjectService","ISubjectService::UpdateAsync",""
EP-D2B0E0B9,SubjectsController,Delete,DELETE,/api/master-data/subjects/{id:int},false,true,,AcademicOperations,"","ApiResponseDto","ISubjectService","ISubjectService::DeleteAsync",""
EP-CC43BDA3,SubjectsController,Activate,PATCH,/api/master-data/subjects/{id:int}/activate,false,true,,AcademicOperations,"","ApiResponseDto","ISubjectService","ISubjectService::ActivateAsync",""
EP-1D997D51,SubjectsController,Deactivate,PATCH,/api/master-data/subjects/{id:int}/deactivate,false,true,,AcademicOperations,"","ApiResponseDto","ISubjectService","ISubjectService::DeactivateAsync",""
EP-F8DF4987,SuperAdminController,GetDashboardStats,GET,/api/super-admin/dashboard/stats,false,true,SuperAdmin|Admin,,"","SystemStatsDto","ISuperAdminService","ISuperAdminService::GetDashboardStatsAsync",""
EP-14A64362,SuperAdminController,GetRecentActivities,GET,/api/super-admin/dashboard/activities,false,true,SuperAdmin|Admin,,"","List","ISuperAdminService","ISuperAdminService::GetRecentActivitiesAsync",""
EP-6D7362BD,SuperAdminController,GetSecurityAlerts,GET,/api/super-admin/security/alerts,false,true,SuperAdmin|Admin,,"","List","ISuperAdminService","ISuperAdminService::GetSecurityAlertsAsync",""
EP-C7AD3EDB,SuperAdminController,GetSystemModules,GET,/api/super-admin/system/modules,false,true,SuperAdmin|Admin,,"","List","ISuperAdminService","ISuperAdminService::GetSystemModulesAsync",""
EP-00905FF0,SuperAdminController,GetAiAutomationStats,GET,/api/super-admin/ai/automation-stats,false,true,SuperAdmin|Admin,,"","AiAutomationStatsDto","ISuperAdminService","ISuperAdminService::GetAiAutomationStatsAsync",""
EP-D95E3070,SuperAdminController,GetAiModels,GET,/api/super-admin/ai/models,false,true,SuperAdmin|Admin,,"","List","ISuperAdminService","",""
